Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,Session,TrackTemp,AirTemp,Humidity
0 days 00:57:39.540000,OCO,31,,14.0,5.0,0 days 00:56:07.346000,,,0 days 00:00:32.559000,0 days 00:00:26.559000,,0 days 00:57:13.264000,0 days 00:57:39.715000,263.0,223.0,249.0,324.0,False,SOFT,3.0,False,Haas F1 Team,0 days 00:56:07.346000,2026-07-24 12:13:02.939,1,,,,False,False,FP1,46.2,23.4,28.9
0 days 00:59:15.181000,OCO,31,0 days 00:01:35.641000,15.0,5.0,,,0 days 00:00:31.723000,0 days 00:00:36.187000,0 days 00:00:27.731000,0 days 00:58:11.263000,0 days 00:58:47.450000,0 days 00:59:15.181000,242.0,208.0,265.0,307.0,False,SOFT,4.0,False,Haas F1 Team,0 days 00:57:39.540000,2026-07-24 12:14:35.133,1,,,,False,True,FP1,46.2,23.4,28.9
0 days 01:00:36.232000,OCO,31,0 days 00:01:21.051000,16.0,5.0,,,0 days 00:00:28.408000,0 days 00:00:29.482000,0 days 00:00:23.161000,0 days 00:59:43.589000,0 days 01:00:13.071000,0 days 01:00:36.232000,287.0,245.0,258.0,325.0,True,SOFT,5.0,False,Haas F1 Team,0 days 00:59:15.181000,2026-07-24 12:16:10.774,1,,,,False,True,FP1,46.2,23.4,28.9
0 days 01:02:35.372000,OCO,31,0 days 00:01:59.140000,17.0,5.0,,,0 days 00:00:40.791000,0 days 00:00:44.342000,0 days 00:00:34.007000,0 days 01:01:17.023000,0 days 01:02:01.365000,0 days 01:02:35.372000,154.0,159.0,192.0,185.0,False,SOFT,6.0,False,Haas F1 Team,0 days 01:00:36.232000,2026-07-24 12:17:31.825,12,,,,False,True,FP1,46.2,23.4,28.9
0 days 01:04:41.632000,OCO,31,0 days 00:02:06.260000,18.0,5.0,,,0 days 00:00:45.495000,0 days 00:00:46.533000,0 days 00:00:34.232000,0 days 01:03:20.867000,0 days 01:04:07.400000,0 days 01:04:41.632000,165.0,172.0,259.0,184.0,False,SOFT,7.0,False,Haas F1 Team,0 days 01:02:35.372000,2026-07-24 12:19:30.965,21,,,,False,True,FP1,46.2,23.4,28.9
0 days 01:06:03.514000,OCO,31,0 days 00:01:21.882000,19.0,5.0,,,0 days 00:00:28.554000,0 days 00:00:29.801000,0 days 00:00:23.527000,0 days 01:05:10.186000,0 days 01:05:39.987000,0 days 01:06:03.514000,285.0,247.0,255.0,317.0,False,SOFT,8.0,False,Haas F1 Team,0 days 01:04:41.632000,2026-07-24 12:21:37.225,1,,,,False,True,FP1,46.2,23.4,28.9
0 days 01:07:47.217000,OCO,31,0 days 00:01:43.703000,20.0,5.0,,0 days 01:07:45.560000,0 days 00:00:39.936000,0 days 00:00:34.905000,0 days 00:00:28.862000,0 days 01:06:43.450000,0 days 01:07:18.355000,0 days 01:07:47.217000,143.0,222.0,,210.0,False,SOFT,9.0,False,Haas F1 Team,0 days 01:06:03.514000,2026-07-24 12:22:59.107,1,,,,False,False,FP1,46.2,23.4,28.9
0 days 01:12:12.383000,OCO,31,,21.0,6.0,0 days 01:10:40.727000,,,0 days 00:00:32.216000,0 days 00:00:24.214000,,0 days 01:11:48.331000,0 days 01:12:12.430000,254.0,240.0,256.0,210.0,False,MEDIUM,12.0,False,Haas F1 Team,0 days 01:07:47.217000,2026-07-24 12:24:42.810,1,,,,False,False,FP1,46.2,23.4,28.9
0 days 01:13:37.077000,OCO,31,0 days 00:01:24.694000,22.0,6.0,,,0 days 00:00:29.367000,0 days 00:00:31.212000,0 days 00:00:24.115000,0 days 01:12:41.750000,0 days 01:13:12.962000,0 days 01:13:37.077000,281.0,237.0,257.0,312.0,False,MEDIUM,13.0,False,Haas F1 Team,0 days 01:12:12.383000,2026-07-24 12:29:07.976,1,,,,False,True,FP1,46.2,23.4,28.9
0 days 01:15:27.372000,OCO,31,0 days 00:01:50.295000,23.0,6.0,,,0 days 00:00:35.839000,0 days 00:00:36.234000,0 days 00:00:38.222000,0 days 01:14:12.916000,0 days 01:14:49.150000,0 days 01:15:27.372000,253.0,124.0,53.0,188.0,False,MEDIUM,14.0,False,Haas F1 Team,0 days 01:13:37.077000,2026-07-24 12:30:32.670,1,,,,False,True,FP1,45.3,23.4,28.9
